name,llama (Llama-3.2-3B),lora (checkpoint_best.pt),delta_l2,baseline_l2,updated_l2,relative_delta,cosine_similarity,max_abs_delta,delta_l1,delta_density,numel,dtype,shape,lora_rank,lora_alpha,lora_scale,lora_up,lora_down,message
model.layers.22.self_attn.k_proj.weight,model.layers.22.self_attn.k_proj.weight,llama.model.layers.22.self_attn.k_proj,3.542572170968392,48.84394574274232,48.973643484108244,0.07252837822781301,0.997380298837878,0.018614545464515686,4645.853895054863,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.22.self_attn.k_proj.lora_B.default.weight,llama.model.layers.22.self_attn.k_proj.lora_A.default.weight,
model.layers.20.self_attn.v_proj.weight,model.layers.20.self_attn.v_proj.weight,llama.model.layers.20.self_attn.v_proj,3.5408073644761604,28.95018971933563,29.163076445393724,0.12230687946446443,0.9926019529056267,0.01686912029981613,4839.214340621791,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.20.self_attn.v_proj.lora_B.default.weight,llama.model.layers.20.self_attn.v_proj.lora_A.default.weight,
model.layers.27.self_attn.k_proj.weight,model.layers.27.self_attn.k_proj.weight,llama.model.layers.27.self_attn.k_proj,3.529732015974837,44.146214928304005,44.27738112583206,0.07995548478408228,0.9968174301482842,0.022299889475107193,4633.483413089912,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.27.self_attn.k_proj.lora_B.default.weight,llama.model.layers.27.self_attn.k_proj.lora_A.default.weight,
model.layers.5.self_attn.o_proj.weight,model.layers.5.self_attn.o_proj.weight,llama.model.layers.5.self_attn.o_proj,3.5088955168902145,42.68875556791887,42.831359710103555,0.08219718448591164,0.9966386199610382,0.013776913285255432,8288.621261914584,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.5.self_attn.o_proj.lora_B.default.weight,llama.model.layers.5.self_attn.o_proj.lora_A.default.weight,
model.layers.16.self_attn.k_proj.weight,model.layers.16.self_attn.k_proj.weight,llama.model.layers.16.self_attn.k_proj,3.4493445527225735,56.083827172390016,56.1897567290201,0.061503373193844385,0.9981140134708826,0.020508721470832825,4538.471081636292,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.16.self_attn.k_proj.lora_B.default.weight,llama.model.layers.16.self_attn.k_proj.lora_A.default.weight,
model.layers.6.self_attn.o_proj.weight,model.layers.6.self_attn.o_proj.weight,llama.model.layers.6.self_attn.o_proj,3.448711725803556,44.1922320540119,44.32583357900252,0.0780388671382004,0.9969687016391752,0.010691743344068527,8176.472291322686,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.6.self_attn.o_proj.lora_B.default.weight,llama.model.layers.6.self_attn.o_proj.lora_A.default.weight,
model.layers.19.self_attn.k_proj.weight,model.layers.19.self_attn.k_proj.weight,llama.model.layers.19.self_attn.k_proj,3.424830164709916,52.49201813145784,52.6017246597035,0.065244779808865,0.9978781778685052,0.02840208075940609,4443.7754667081945,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.19.self_attn.k_proj.lora_B.default.weight,llama.model.layers.19.self_attn.k_proj.lora_A.default.weight,
model.layers.27.self_attn.v_proj.weight,model.layers.27.self_attn.v_proj.weight,llama.model.layers.27.self_attn.v_proj,3.410670234708353,35.435549673940706,35.60282924837584,0.0962499598875013,0.9954008261654325,0.015142036601901054,4687.155204218452,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.27.self_attn.v_proj.lora_B.default.weight,llama.model.layers.27.self_attn.v_proj.lora_A.default.weight,
model.layers.17.self_attn.k_proj.weight,model.layers.17.self_attn.k_proj.weight,llama.model.layers.17.self_attn.k_proj,3.3911890915107272,53.405167294424785,53.513072303335065,0.0634992691402869,0.9979900237664971,0.0200277678668499,4390.468764308125,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.17.self_attn.k_proj.lora_B.default.weight,llama.model.layers.17.self_attn.k_proj.lora_A.default.weight,
model.layers.26.self_attn.v_proj.weight,model.layers.26.self_attn.v_proj.weight,llama.model.layers.26.self_attn.v_proj,3.3882073292061827,40.40752053375107,40.54490118971064,0.08385090904986672,0.9965021842604517,0.01798357255756855,4630.073841765019,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.26.self_attn.v_proj.lora_B.default.weight,llama.model.layers.26.self_attn.v_proj.lora_A.default.weight,
model.layers.25.self_attn.k_proj.weight,model.layers.25.self_attn.k_proj.weight,llama.model.layers.25.self_attn.k_proj,3.381995903713646,48.13116471216878,48.24827827848147,0.07026623859901299,0.9975402731779839,0.022550994530320168,4448.403444446355,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.25.self_attn.k_proj.lora_B.default.weight,llama.model.layers.25.self_attn.k_proj.lora_A.default.weight,
model.layers.18.self_attn.k_proj.weight,model.layers.18.self_attn.k_proj.weight,llama.model.layers.18.self_attn.k_proj,3.381862312640692,52.52193589677392,52.625010960868686,0.06438952134756361,0.9979329770646354,0.018542371690273285,4435.705388146127,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.18.self_attn.k_proj.lora_B.default.weight,llama.model.layers.18.self_attn.k_proj.lora_A.default.weight,
model.layers.9.self_attn.o_proj.weight,model.layers.9.self_attn.o_proj.weight,llama.model.layers.9.self_attn.o_proj,3.36015905935845,47.45255583250406,47.571701259380944,0.07081091840909458,0.9975023302880288,0.013935994356870651,7843.052099707148,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.9.self_attn.o_proj.lora_B.default.weight,llama.model.layers.9.self_attn.o_proj.lora_A.default.weight,
model.layers.15.self_attn.k_proj.weight,model.layers.15.self_attn.k_proj.weight,llama.model.layers.15.self_attn.k_proj,3.3289910692650775,54.13760103407743,54.24288042322274,0.061491292663108814,0.9981149670741515,0.021771157160401344,4304.216102743727,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.15.self_attn.k_proj.lora_B.default.weight,llama.model.layers.15.self_attn.k_proj.lora_A.default.weight,
model.layers.25.self_attn.v_proj.weight,model.layers.25.self_attn.v_proj.weight,llama.model.layers.25.self_attn.v_proj,3.3171466508275143,35.38195252960403,35.53680492462645,0.09375250413475804,0.9956339198206704,0.016640134155750275,4538.816184731334,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.25.self_attn.v_proj.lora_B.default.weight,llama.model.layers.25.self_attn.v_proj.lora_A.default.weight,
model.layers.12.self_attn.o_proj.weight,model.layers.12.self_attn.o_proj.weight,llama.model.layers.12.self_attn.o_proj,3.2956816608583592,45.18663729820702,45.3065708195784,0.07293487318183622,0.9973508059168111,0.015893366187810898,7689.057549354222,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.12.self_attn.o_proj.lora_B.default.weight,llama.model.layers.12.self_attn.o_proj.lora_A.default.weight,
model.layers.1.self_attn.o_proj.weight,model.layers.1.self_attn.o_proj.weight,llama.model.layers.1.self_attn.o_proj,3.2929197160031434,43.164425230224154,43.29166290006902,0.07628781568247105,0.9971029688918465,0.020777998492121696,7823.873056442368,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.1.self_attn.o_proj.lora_B.default.weight,llama.model.layers.1.self_attn.o_proj.lora_A.default.weight,
model.layers.0.self_attn.o_proj.weight,model.layers.0.self_attn.o_proj.weight,llama.model.layers.0.self_attn.o_proj,3.2922642576284136,37.554271364045995,37.69810177133963,0.08766683889866088,0.9961792301776385,0.014909155666828156,7740.977929959026,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.0.self_attn.o_proj.lora_B.default.weight,llama.model.layers.0.self_attn.o_proj.lora_A.default.weight,
model.layers.8.self_attn.o_proj.weight,model.layers.8.self_attn.o_proj.weight,llama.model.layers.8.self_attn.o_proj,3.252586629258817,44.71325606263015,44.8306630554963,0.07274322909302104,0.9973645786861868,0.014531685970723629,7632.859298393574,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.8.self_attn.o_proj.lora_B.default.weight,llama.model.layers.8.self_attn.o_proj.lora_A.default.weight,
model.layers.23.self_attn.v_proj.weight,model.layers.23.self_attn.v_proj.weight,llama.model.layers.23.self_attn.v_proj,3.219411676860527,32.994358191829186,33.151438893314115,0.09757461133636451,0.9952734327945922,0.017192304134368896,4401.737752209341,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.23.self_attn.v_proj.lora_B.default.weight,llama.model.layers.23.self_attn.v_proj.lora_A.default.weight,
model.layers.13.self_attn.o_proj.weight,model.layers.13.self_attn.o_proj.weight,llama.model.layers.13.self_attn.o_proj,3.1943048859226293,46.09971165576195,46.204945680409374,0.06929121183610217,0.9976074310822767,0.014245969243347645,7548.169582353752,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.13.self_attn.o_proj.lora_B.default.weight,llama.model.layers.13.self_attn.o_proj.lora_A.default.weight,
model.layers.13.self_attn.k_proj.weight,model.layers.13.self_attn.k_proj.weight,llama.model.layers.13.self_attn.k_proj,3.1468822604020286,56.25825993627698,56.351213267920464,0.055936359637970716,0.9984395051633521,0.022046420723199844,3951.245414821951,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.13.self_attn.k_proj.lora_B.default.weight,llama.model.layers.13.self_attn.k_proj.lora_A.default.weight,
model.layers.10.self_attn.o_proj.weight,model.layers.10.self_attn.o_proj.weight,llama.model.layers.10.self_attn.o_proj,3.135683296461231,44.17699849508958,44.286825600843265,0.07097999871606879,0.9974902495778347,0.017973510548472404,7277.370904635352,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.10.self_attn.o_proj.lora_B.default.weight,llama.model.layers.10.self_attn.o_proj.lora_A.default.weight,
model.layers.7.self_attn.o_proj.weight,model.layers.7.self_attn.o_proj.weight,llama.model.layers.7.self_attn.o_proj,3.0999870051398357,44.623479785398025,44.73234995122968,0.06946986250395992,0.9975958109155583,0.014625364914536476,7268.708045263742,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.7.self_attn.o_proj.lora_B.default.weight,llama.model.layers.7.self_attn.o_proj.lora_A.default.weight,
model.layers.11.self_attn.o_proj.weight,model.layers.11.self_attn.o_proj.weight,llama.model.layers.11.self_attn.o_proj,3.096031700841201,47.747473366689476,47.845892995348976,0.06484179125174643,0.9979042153784531,0.014580187387764454,7295.835004905084,1.0,9437184,torch.float32,"(3072, 3072)",16,16.0,1.0,llama.model.layers.11.self_attn.o_proj.lora_B.default.weight,llama.model.layers.11.self_attn.o_proj.lora_A.default.weight,
model.layers.14.self_attn.k_proj.weight,model.layers.14.self_attn.k_proj.weight,llama.model.layers.14.self_attn.k_proj,3.073621156080879,53.73509880004215,53.82457486763324,0.05719950692783444,0.9983682116809933,0.021299615502357483,4045.085230225842,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.14.self_attn.k_proj.lora_B.default.weight,llama.model.layers.14.self_attn.k_proj.lora_A.default.weight,
model.layers.18.self_attn.v_proj.weight,model.layers.18.self_attn.v_proj.weight,llama.model.layers.18.self_attn.v_proj,3.03000223570047,25.72393516923291,25.902009605117705,0.11778921909757033,0.9931343382439723,0.013703815639019012,4148.998745258617,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.18.self_attn.v_proj.lora_B.default.weight,llama.model.layers.18.self_attn.v_proj.lora_A.default.weight,
model.layers.8.self_attn.k_proj.weight,model.layers.8.self_attn.k_proj.weight,llama.model.layers.8.self_attn.k_proj,3.0042603337875913,57.320191712425974,57.40285253349153,0.05241190310143925,0.998629512382256,0.02859707549214363,3760.6800524647715,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.8.self_attn.k_proj.lora_B.default.weight,llama.model.layers.8.self_attn.k_proj.lora_A.default.weight,
model.layers.2.self_attn.k_proj.weight,model.layers.2.self_attn.k_proj.weight,llama.model.layers.2.self_attn.k_proj,2.939630926677388,59.166294631993246,59.24111087519534,0.0496842153959702,0.9987680966117651,0.0289586391299963,3695.6116197673214,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.2.self_attn.k_proj.lora_B.default.weight,llama.model.layers.2.self_attn.k_proj.lora_A.default.weight,
model.layers.12.self_attn.k_proj.weight,model.layers.12.self_attn.k_proj.weight,llama.model.layers.12.self_attn.k_proj,2.9073991047044476,56.41801933094382,56.49276888887328,0.05153316509836804,0.9986747999472247,0.022524354979395866,3817.35208526076,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.12.self_attn.k_proj.lora_B.default.weight,llama.model.layers.12.self_attn.k_proj.lora_A.default.weight,
model.layers.6.self_attn.k_proj.weight,model.layers.6.self_attn.k_proj.weight,llama.model.layers.6.self_attn.k_proj,2.892242355254529,57.31272868518154,57.38025946289027,0.05046422359580187,0.9987288729981887,0.019269566982984543,3721.71107225002,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.6.self_attn.k_proj.lora_B.default.weight,llama.model.layers.6.self_attn.k_proj.lora_A.default.weight,
model.layers.4.self_attn.k_proj.weight,model.layers.4.self_attn.k_proj.weight,llama.model.layers.4.self_attn.k_proj,2.8038299023261573,56.62929286574846,56.69994862769315,0.04951200625042627,0.9987765854240632,0.018398210406303406,3639.3560907424517,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.4.self_attn.k_proj.lora_B.default.weight,llama.model.layers.4.self_attn.k_proj.lora_A.default.weight,
model.layers.10.self_attn.k_proj.weight,model.layers.10.self_attn.k_proj.weight,llama.model.layers.10.self_attn.k_proj,2.740854169062536,56.46456826947113,56.52991241807053,0.04854113390156641,0.998823909825687,0.0177984070032835,3537.53762198126,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.10.self_attn.k_proj.lora_B.default.weight,llama.model.layers.10.self_attn.k_proj.lora_A.default.weight,
model.layers.7.self_attn.k_proj.weight,model.layers.7.self_attn.k_proj.weight,llama.model.layers.7.self_attn.k_proj,2.7247963817378342,58.760171351359425,58.81542158681115,0.04637148461403858,0.9989262943278719,0.01679149456322193,3503.9545935930196,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.7.self_attn.k_proj.lora_B.default.weight,llama.model.layers.7.self_attn.k_proj.lora_A.default.weight,
model.layers.9.self_attn.k_proj.weight,model.layers.9.self_attn.k_proj.weight,llama.model.layers.9.self_attn.k_proj,2.7163419659471644,57.25640050813204,57.32204339952961,0.04744171728995375,0.9988765868922304,0.016415908932685852,3537.5219994782037,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.9.self_attn.k_proj.lora_B.default.weight,llama.model.layers.9.self_attn.k_proj.lora_A.default.weight,
model.layers.11.self_attn.k_proj.weight,model.layers.11.self_attn.k_proj.weight,llama.model.layers.11.self_attn.k_proj,2.71303417168707,55.422180344400225,55.48907978735449,0.048952137119614256,0.9988040163237203,0.018703462556004524,3467.074968044283,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.11.self_attn.k_proj.lora_B.default.weight,llama.model.layers.11.self_attn.k_proj.lora_A.default.weight,
model.layers.3.self_attn.k_proj.weight,model.layers.3.self_attn.k_proj.weight,llama.model.layers.3.self_attn.k_proj,2.707357619772548,57.787440989754245,57.853661328617044,0.0468502770394793,0.9989044377851461,0.014092414639890194,3581.4419168072304,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.3.self_attn.k_proj.lora_B.default.weight,llama.model.layers.3.self_attn.k_proj.lora_A.default.weight,
model.layers.5.self_attn.k_proj.weight,model.layers.5.self_attn.k_proj.weight,llama.model.layers.5.self_attn.k_proj,2.6799861307041875,58.16637504184095,58.23080667259433,0.04607449112612548,0.9989403579263701,0.019624847918748856,3426.092044700808,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.5.self_attn.k_proj.lora_B.default.weight,llama.model.layers.5.self_attn.k_proj.lora_A.default.weight,
model.layers.19.self_attn.v_proj.weight,model.layers.19.self_attn.v_proj.weight,llama.model.layers.19.self_attn.v_proj,2.630202601282725,26.349836745452926,26.475326058446026,0.09981855397022935,0.9950530281406925,0.012385096400976181,3602.306676110946,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.19.self_attn.v_proj.lora_B.default.weight,llama.model.layers.19.self_attn.v_proj.lora_A.default.weight,
model.layers.17.self_attn.v_proj.weight,model.layers.17.self_attn.v_proj.weight,llama.model.layers.17.self_attn.v_proj,2.5981220984944686,24.60775039264335,24.74463012772827,0.1055814553154438,0.9944724952003088,0.012167011387646198,3555.952878397027,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.17.self_attn.v_proj.lora_B.default.weight,llama.model.layers.17.self_attn.v_proj.lora_A.default.weight,
model.layers.16.self_attn.v_proj.weight,model.layers.16.self_attn.v_proj.weight,llama.model.layers.16.self_attn.v_proj,2.40593871035055,24.08529035316673,24.200130448168313,0.0998924519933893,0.9950457384260352,0.010380652733147144,3304.4531127023224,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.16.self_attn.v_proj.lora_B.default.weight,llama.model.layers.16.self_attn.v_proj.lora_A.default.weight,
model.layers.15.self_attn.v_proj.weight,model.layers.15.self_attn.v_proj.weight,llama.model.layers.15.self_attn.v_proj,2.2732146992855315,25.18008907525396,25.280615093104917,0.090278262816773,0.9959490592873387,0.012875913642346859,3105.651272754654,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.15.self_attn.v_proj.lora_B.default.weight,llama.model.layers.15.self_attn.v_proj.lora_A.default.weight,
model.layers.4.self_attn.v_proj.weight,model.layers.4.self_attn.v_proj.weight,llama.model.layers.4.self_attn.v_proj,2.2334158124319154,25.80867247473571,25.903307054320848,0.08653741546056744,0.9962760154910326,0.009560395032167435,3050.2308756295038,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.4.self_attn.v_proj.lora_B.default.weight,llama.model.layers.4.self_attn.v_proj.lora_A.default.weight,
model.layers.14.self_attn.v_proj.weight,model.layers.14.self_attn.v_proj.weight,llama.model.layers.14.self_attn.v_proj,2.185719269851899,24.731113811070216,24.82370006681854,0.0883793300434985,0.9961160949494484,0.009656229987740517,2977.4935758590536,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.14.self_attn.v_proj.lora_B.default.weight,llama.model.layers.14.self_attn.v_proj.lora_A.default.weight,
model.layers.3.self_attn.v_proj.weight,model.layers.3.self_attn.v_proj.weight,llama.model.layers.3.self_attn.v_proj,2.1791258282271624,24.371493860737612,24.466988829334657,0.08941289527342951,0.9960259153195578,0.010057353414595127,2992.9415467409963,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.3.self_attn.v_proj.lora_B.default.weight,llama.model.layers.3.self_attn.v_proj.lora_A.default.weight,
model.layers.2.self_attn.v_proj.weight,model.layers.2.self_attn.v_proj.weight,llama.model.layers.2.self_attn.v_proj,2.007249386995027,20.840687664402346,20.93289323715501,0.0963139709839603,0.9953919840083267,0.009003502316772938,2741.1750088936024,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.2.self_attn.v_proj.lora_B.default.weight,llama.model.layers.2.self_attn.v_proj.lora_A.default.weight,
model.layers.5.self_attn.v_proj.weight,model.layers.5.self_attn.v_proj.weight,llama.model.layers.5.self_attn.v_proj,2.005876682630773,21.548957698781464,21.640495310510094,0.0930846266752011,0.9956949358658735,0.00935388170182705,2725.076975169588,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.5.self_attn.v_proj.lora_B.default.weight,llama.model.layers.5.self_attn.v_proj.lora_A.default.weight,
model.layers.12.self_attn.v_proj.weight,model.layers.12.self_attn.v_proj.weight,llama.model.layers.12.self_attn.v_proj,1.9913314352866855,22.779099528241655,22.86461991256543,0.08741923414566154,0.996200251798545,0.009168589487671852,2702.272248774021,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.12.self_attn.v_proj.lora_B.default.weight,llama.model.layers.12.self_attn.v_proj.lora_A.default.weight,
model.layers.9.self_attn.v_proj.weight,model.layers.9.self_attn.v_proj.weight,llama.model.layers.9.self_attn.v_proj,1.9848194413333935,24.778959064493183,24.855062335526114,0.08010100166707669,0.9968064395027014,0.01360783725976944,2671.226619755816,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.9.self_attn.v_proj.lora_B.default.weight,llama.model.layers.9.self_attn.v_proj.lora_A.default.weight,
model.layers.13.self_attn.v_proj.weight,model.layers.13.self_attn.v_proj.weight,llama.model.layers.13.self_attn.v_proj,1.958077950198803,23.51941825551511,23.59408301161378,0.083253672728051,0.9965504031245374,0.008655590936541557,2675.147564058622,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.13.self_attn.v_proj.lora_B.default.weight,llama.model.layers.13.self_attn.v_proj.lora_A.default.weight,
model.layers.8.self_attn.v_proj.weight,model.layers.8.self_attn.v_proj.weight,llama.model.layers.8.self_attn.v_proj,1.9550480832431931,22.550012244973185,22.6328028648195,0.08669831581483994,0.9962621638638969,0.00909192394465208,2667.651375256518,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.8.self_attn.v_proj.lora_B.default.weight,llama.model.layers.8.self_attn.v_proj.lora_A.default.weight,
model.layers.6.self_attn.v_proj.weight,model.layers.6.self_attn.v_proj.weight,llama.model.layers.6.self_attn.v_proj,1.9341234987784028,22.834031428764145,22.913662624906515,0.08470354894676976,0.9964311812125616,0.011395493522286415,2636.513299001462,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.6.self_attn.v_proj.lora_B.default.weight,llama.model.layers.6.self_attn.v_proj.lora_A.default.weight,
model.layers.11.self_attn.v_proj.weight,model.layers.11.self_attn.v_proj.weight,llama.model.layers.11.self_attn.v_proj,1.8842557914164475,25.389085088144558,25.45621049858628,0.07421519069611143,0.9972568004159876,0.009360967203974724,2562.4499045373545,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.11.self_attn.v_proj.lora_B.default.weight,llama.model.layers.11.self_attn.v_proj.lora_A.default.weight,
model.layers.10.self_attn.v_proj.weight,model.layers.10.self_attn.v_proj.weight,llama.model.layers.10.self_attn.v_proj,1.8688271726449144,21.492286680930597,21.568260318023206,0.08695338938983461,0.9962390964016348,0.011423375457525253,2527.9902560810765,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.10.self_attn.v_proj.lora_B.default.weight,llama.model.layers.10.self_attn.v_proj.lora_A.default.weight,
model.layers.1.self_attn.v_proj.weight,model.layers.1.self_attn.v_proj.weight,llama.model.layers.1.self_attn.v_proj,1.773307049469179,23.50221704803532,23.572306123237517,0.07545275604615435,0.9971663382958156,0.009589679539203644,2425.803892868385,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.1.self_attn.v_proj.lora_B.default.weight,llama.model.layers.1.self_attn.v_proj.lora_A.default.weight,
model.layers.7.self_attn.v_proj.weight,model.layers.7.self_attn.v_proj.weight,llama.model.layers.7.self_attn.v_proj,1.7613398705954655,22.25910574800797,22.331183104655466,0.07912895920147614,0.9968846344605695,0.009597922675311565,2387.633144261599,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.7.self_attn.v_proj.lora_B.default.weight,llama.model.layers.7.self_attn.v_proj.lora_A.default.weight,
model.layers.0.self_attn.v_proj.weight,model.layers.0.self_attn.v_proj.weight,llama.model.layers.0.self_attn.v_proj,1.7284672914641503,20.347157323305684,20.41768696811391,0.08494883408034397,0.9964102984961013,0.010759040713310242,2317.3365825976853,1.0,3145728,torch.float32,"(1024, 3072)",16,16.0,1.0,llama.model.layers.0.self_attn.v_proj.lora_B.default.weight,llama.model.layers.0.self_attn.v_proj.lora_A.default.weight,
